date,西湖,河口湖,山中湖,精進湖,本栖湖
1999-08-08,1.48,-1.49,3.12,1.48,1.59
1999-08-09,1.46,-1.46,3.1,1.47,1.59
1999-08-10,1.44,-1.46,3.08,1.46,1.58
1999-08-11,1.44,-1.49,3.07,1.45,1.58
1999-08-12,1.42,-1.5,3.05,1.46,1.59
1999-08-13,1.4,-1.53,3.03,1.47,1.59
1999-08-14,1.43,-1.49,3.12,1.47,1.62
1999-08-15,1.66,-1.1,3.34,1.47,1.64
1999-08-16,1.74,-1.03,3.36,1.65,1.66
1999-08-17,1.78,-1.03,3.34,1.7,1.68
1999-08-18,1.81,-1.03,3.32,1.8,1.69
1999-08-19,1.84,-1.06,3.3,1.9,1.7
1999-08-20,1.85,-1.09,3.29,1.97,1.72
1999-08-21,1.86,-1.11,3.28,1.96,1.72
1999-08-22,1.86,-1.15,3.26,1.94,1.72
1999-08-23,1.85,-1.18,3.25,1.92,1.72
1999-08-24,1.84,-1.21,3.23,1.9,1.72
1999-08-25,1.82,-1.25,3.22,1.88,1.72
1999-08-26,1.81,-1.29,3.21,1.87,1.72
1999-08-27,1.79,-1.34,3.2,1.85,1.71
1999-08-28,1.77,-1.38,3.19,1.83,1.71
1999-08-29,1.75,-1.41,3.18,1.81,1.7
1999-08-30,1.72,-1.45,3.18,1.79,1.7
1999-08-31,1.7,-1.5,3.17,1.77,1.7
1999-09-01,1.67,-1.54,3.15,1.74,1.69
1999-09-02,1.64,-1.59,3.13,1.71,1.67
1999-09-03,1.62,-1.63,3.12,1.68,1.65
1999-09-04,1.6,-1.64,3.09,1.65,1.63
1999-09-05,1.58,-1.64,3.07,1.61,1.61
1999-09-06,1.55,-1.64,3.05,1.59,1.58
1999-09-07,1.52,-1.65,3.02,1.57,1.56
1999-09-08,1.5,-1.65,3,1.54,1.54
1999-09-09,1.46,-1.66,2.99,1.49,1.52
1999-09-10,1.44,-1.68,2.97,1.45,1.5
1999-09-11,1.42,-1.7,2.96,1.41,1.48
1999-09-12,1.39,-1.7,2.95,1.37,1.46
1999-09-13,1.36,-1.71,2.93,1.33,1.44
1999-09-14,1.33,-1.73,2.92,1.3,1.42
1999-09-15,1.43,-1.69,2.98,1.45,1.5
1999-09-16,1.67,-1.64,3.05,1.9,1.8
1999-09-17,1.73,-1.63,3.03,2.02,1.85
1999-09-18,1.76,-1.64,3,2.02,1.9
1999-09-19,1.8,-1.64,2.98,2.01,1.93
1999-09-20,1.84,-1.64,2.96,2,1.96
1999-09-21,1.86,-1.64,2.94,2.15,2
1999-09-22,2.04,-1.5,3.01,2.52,2.04
1999-09-23,2.27,-1.43,3.06,2.85,2.12
1999-09-24,2.38,-1.44,3.03,2.86,2.24
1999-09-25,2.71,-1.32,3.11,2.87,2.34
1999-09-26,2.87,-1.3,3.08,2.95,2.4
1999-09-27,2.98,-1.3,3.06,2.98,2.47
1999-09-28,3.04,-1.31,3.03,3.02,2.54
1999-09-29,3.09,-1.34,3,3.05,2.57
1999-09-30,3.12,-1.35,2.98,3.08,2.6
1999-10-01,3.13,-1.39,2.96,3.1,2.64
1999-10-02,3.15,-1.41,2.96,3.08,2.66
1999-10-03,3.15,-1.44,2.97,3.06,2.68
1999-10-04,3.13,-1.48,2.97,3.04,2.7
1999-10-05,3.12,-1.5,2.94,3.02,2.72
1999-10-06,3.1,-1.54,2.92,3,2.72
1999-10-07,3.09,-1.56,2.9,2.98,2.72
1999-10-08,3.06,-1.6,2.88,2.96,2.72
1999-10-09,3.08,-1.63,2.86,2.94,2.72
1999-10-10,3.05,-1.64,2.83,2.92,2.72
1999-10-11,3.01,-1.64,2.82,2.9,2.72
1999-10-12,2.99,-1.64,2.8,2.88,2.72
1999-10-13,2.95,-1.65,2.8,2.86,2.72
1999-10-14,2.93,-1.66,2.78,2.84,2.71
1999-10-15,2.89,-1.68,2.78,2.82,2.7
1999-10-16,2.87,-1.68,2.77,2.8,2.69
1999-10-17,2.84,-1.69,2.75,2.78,2.68
1999-10-18,2.81,-1.7,2.73,2.76,2.67
1999-10-19,2.77,-1.71,2.72,2.73,2.66
1999-10-20,2.76,-1.64,2.72,2.7,2.64
1999-10-21,2.72,-1.59,2.71,2.67,2.63
1999-10-22,2.69,-1.53,2.7,2.65,2.61
1999-10-23,2.66,-1.47,2.69,2.63,2.6
1999-10-24,2.63,-1.41,2.68,2.61,2.58
1999-10-25,2.6,-1.36,2.68,2.58,2.57
1999-10-26,2.57,-1.31,2.67,2.55,2.55
1999-10-27,2.68,-1.31,2.66,2.53,2.54
1999-10-28,2.7,-1.21,2.76,2.52,2.53
1999-10-29,2.65,-1.2,2.74,2.51,2.53
1999-10-30,2.6,-1.2,2.73,2.49,2.52
1999-10-31,2.56,-1.2,2.73,2.47,2.52
1999-11-01,2.53,-1.2,2.74,2.46,2.51
1999-11-02,2.54,-1.18,2.84,2.45,2.5
1999-11-03,2.51,-1.18,2.81,2.43,2.49
1999-11-04,2.47,-1.19,2.79,2.41,2.48
1999-11-05,2.45,-1.19,2.76,2.39,2.47
1999-11-06,2.41,-1.19,2.73,2.37,2.46
1999-11-07,2.38,-1.19,2.7,2.35,2.45
1999-11-08,2.35,-1.19,2.68,2.34,2.43
1999-11-09,2.33,-1.19,2.65,2.32,2.42
1999-11-10,2.29,-1.2,2.63,2.3,2.4
1999-11-11,2.26,-1.2,2.61,2.28,2.39
1999-11-12,2.22,-1.21,2.59,2.25,2.37
1999-11-13,2.21,-1.19,2.6,2.22,2.35
1999-11-14,2.17,-1.2,2.58,2.19,2.33
1999-11-15,2.15,-1.21,2.57,2.16,2.31
1999-11-16,2.14,-1.19,2.6,2.14,2.3
1999-11-17,2.1,-1.2,2.56,2.12,2.28
1999-11-18,2.08,-1.21,2.54,2.1,2.26
1999-11-19,2.05,-1.23,2.52,2.07,2.24
1999-11-20,2.02,-1.23,2.5,2.05,2.21
1999-11-21,1.99,-1.23,2.49,2.05,2.19
1999-11-22,1.97,-1.24,2.48,2.03,2.17
1999-11-23,1.93,-1.25,2.46,2.01,2.14
1999-11-24,1.92,-1.26,2.46,1.99,2.12
1999-11-25,2,-1.3,2.49,1.97,2.1
1999-11-26,2.07,-1.36,2.49,1.95,2.08
1999-11-27,2.06,-1.39,2.48,1.92,2.06
1999-11-28,2,-1.39,2.46,1.89,2.04
1999-11-29,1.97,-1.4,2.44,1.87,2.02
1999-11-30,1.92,-1.41,2.41,1.85,2
1999-12-01,1.9,-1.43,2.4,1.73,1.95
1999-12-02,1.86,-1.44,2.38,1.7,1.9
1999-12-03,1.84,-1.44,2.36,1.67,1.84
1999-12-04,1.8,-1.45,2.34,1.64,1.79
1999-12-05,1.76,-1.46,2.33,1.61,1.73
1999-12-06,1.73,-1.48,2.32,1.58,1.68
1999-12-07,1.69,-1.49,2.31,1.55,1.64
1999-12-08,1.66,-1.49,2.28,1.52,1.6
1999-12-09,1.62,-1.5,2.27,1.49,1.54
1999-12-10,1.58,-1.49,2.26,1.46,1.52
1999-12-11,1.55,-1.44,2.25,1.43,1.48
1999-12-12,1.51,-1.39,2.24,1.4,1.45
1999-12-13,1.46,-1.35,2.23,1.37,1.41
1999-12-14,1.43,-1.3,2.22,1.34,1.38
1999-12-15,1.39,-1.26,2.21,1.31,1.34
1999-12-16,1.36,-1.23,2.2,1.28,1.3
1999-12-17,1.31,-1.2,2.19,1.25,1.26
1999-12-18,1.27,-1.22,2.19,1.22,1.22
1999-12-19,1.24,-1.23,2.18,1.19,1.17
1999-12-20,1.2,-1.24,2.17,1.16,0.12
1999-12-21,1.16,-1.25,2.15,1.13,1.08
1999-12-22,1.12,-1.27,2.14,1.09,1.03
1999-12-23,1.08,-1.28,2.13,1.05,0.98
1999-12-24,1.03,-1.29,2.12,1.01,0.94
1999-12-25,1,-1.3,2.12,0.97,0.9
1999-12-26,0.96,-1.31,2.11,1.93,0.86
1999-12-27,0.91,-1.33,2.1,0.9,0.82
1999-12-28,0.97,-1.34,2.1,0.87,0.78
1999-12-29,1.02,-1.34,2.1,0.84,0.74
1999-12-30,1.07,-1.35,2.1,0.81,0.7
1999-12-31,1.1,-1.36,2.1,0.78,0.67
2000-01-01,1.13,-1.38,2.11,0.76,0.66
2000-01-02,1.15,-1.39,2.11,0.74,0.65
2000-01-03,1.18,-1.39,2.11,0.7,0.64
2000-01-04,1.19,-1.4,2.11,0.69,0.63
2000-01-05,1.21,-1.41,2.12,0.7,0.62
2000-01-06,1.22,-1.44,2.12,0.69,0.6
2000-01-07,1.19,-1.39,2.17,0.7,0.59
2000-01-08,1.1,-1.35,2.18,0.7,0.57
2000-01-09,1.03,-1.31,2.17,0.7,0.55
2000-01-10,0.97,-1.26,2.19,0.72,0.55
2000-01-11,0.91,-1.22,2.21,0.7,0.54
2000-01-12,0.85,-1.19,2.21,0.68,0.52
2000-01-13,0.81,-1.13,2.25,0.66,0.5
2000-01-14,0.77,-1.08,2.26,0.64,0.48
2000-01-15,0.79,-1.08,2.26,0.62,0.45
2000-01-16,0.84,-1.09,2.26,0.6,0.43
2000-01-17,0.87,-1.1,2.27,0.59,0.41
2000-01-18,0.91,-1.1,2.28,0.57,0.39
2000-01-19,0.93,-1.11,2.28,0.55,0.37
2000-01-20,0.96,-1.13,2.27,0.53,0.34
2000-01-21,0.97,-1.14,2.27,0.51,0.3
2000-01-22,0.97,-1.15,2.26,0.49,0.26
2000-01-23,0.98,-1.17,2.25,0.47,0.22
2000-01-24,1,-1.18,2.26,0.45,0.19
2000-01-25,1.01,-1.19,2.26,0.43,0.19
2000-01-26,1.01,-1.19,2.26,0.43,0.15
2000-01-27,1.01,-1.2,2.26,0.44,0.14
2000-01-28,1.01,-1.2,2.26,0.44,0.13
2000-01-29,1.01,-1.23,2.26,0.44,0.11
2000-01-30,1.01,-1.24,2.25,0.44,0.1
2000-01-31,1.01,-1.26,2.25,0.45,0.08
2000-02-01,1,-1.28,2.25,0.44,0.06
2000-02-02,1,-1.29,2.25,0.44,0.04
2000-02-03,1,-1.3,2.24,0.44,0.02
2000-02-04,0.98,-1.31,2.24,0.44,0
2000-02-05,0.98,-1.33,2.24,0.44,-0.02
2000-02-06,0.97,-1.33,2.24,0.44,-0.04
2000-02-07,0.97,-1.34,2.24,0.44,-0.06
2000-02-08,0.96,-1.35,2.24,0.44,-0.07
2000-02-09,0.95,-1.35,2.23,0.44,-0.09
2000-02-10,0.94,-1.39,2.23,0.44,-0.1
2000-02-11,0.93,-1.4,2.22,0.43,-0.11
2000-02-12,0.92,-1.41,2.22,0.42,-0.12
2000-02-13,0.9,-1.43,2.22,0.41,-0.13
2000-02-14,0.9,-1.44,2.22,0.4,-0.14
2000-02-15,0.9,-1.44,2.22,0.39,-0.15
2000-02-16,0.89,-1.46,2.21,0.37,-0.16
2000-02-17,0.87,-1.48,2.21,0.34,-0.17
2000-02-18,0.85,-1.49,2.21,0.31,-0.17
2000-02-19,0.85,-1.5,2.2,0.28,-0.18
2000-02-20,0.84,-1.5,2.2,0.25,-0.18
2000-02-21,0.83,-1.51,2.21,0.23,-0.18
2000-02-22,0.81,-1.53,2.2,0.2,-0.18
2000-02-23,0.8,-1.55,2.2,0.18,-0.18
2000-02-24,0.79,-1.56,2.2,0.16,-0.18
2000-02-25,0.78,-1.58,2.19,0.14,-0.18
2000-02-26,0.78,-1.59,2.19,0.13,-0.19
2000-02-27,0.77,-1.59,2.19,0.12,-0.19
2000-02-28,0.75,-1.6,2.19,0.11,-0.2
2000-02-29,0.74,-1.63,2.18,0.1,-0.2
2000-03-01,0.73,-1.64,2.18,0.09,-0.21
2000-03-02,0.73,-1.64,2.18,0.08,-0.21
2000-03-03,0.72,-1.66,2.18,0.07,-0.21
2000-03-04,0.72,-1.67,2.18,0.06,-0.21
2000-03-05,0.72,-1.67,2.2,0.05,-0.22
2000-03-06,0.71,-1.68,2.2,0.05,-0.22
2000-03-07,0.71,-1.69,2.2,0.05,-0.22
2000-03-08,0.69,-1.7,2.2,0.05,-0.22
2000-03-09,0.68,-1.71,2.19,0.05,-0.22
2000-03-10,0.67,-1.73,2.19,0.05,-0.23
2000-03-11,0.66,-1.74,2.19,0.05,-0.23
2000-03-12,0.66,-1.74,2.2,0.06,-0.23
2000-03-13,0.65,-1.75,2.2,0.07,-0.23
2000-03-14,0.65,-1.76,2.19,0.08,-0.24
2000-03-15,0.63,-1.79,2.19,0.08,-0.24
2000-03-16,0.62,-1.79,2.19,0.07,-0.24
2000-03-17,0.64,-1.79,2.23,0.07,-0.23
2000-03-18,0.62,-1.8,2.22,0.06,-0.23
2000-03-19,0.61,-1.8,2.22,0.05,-0.23
2000-03-20,0.61,-1.82,2.22,0.04,-0.23
2000-03-21,0.6,-1.84,2.21,0.03,-0.22
2000-03-22,0.6,-1.85,2.21,0.02,-0.22
2000-03-23,0.58,-1.86,2.2,0.01,-0.21
2000-03-24,0.64,-1.84,2.3,0.05,-0.21
2000-03-25,0.65,-1.85,2.29,0.06,-0.2
2000-03-26,0.65,-1.85,2.28,0.06,-0.2
2000-03-27,0.64,-1.88,2.27,0.06,-0.2
2000-03-28,0.65,-1.89,2.27,0.06,-0.16
2000-03-29,0.7,-1.87,2.34,0.1,-0.09
2000-03-30,0.71,-1.89,2.33,0.13,-0.02
2000-03-31,0.72,-1.89,2.33,0.14,0
2000-04-01,0.73,-1.9,2.32,0.15,0
2000-04-02,0.75,-1.93,2.31,0.16,0
2000-04-03,0.75,-1.94,2.31,0.17,0
2000-04-04,0.77,-1.94,2.3,0.18,0
2000-04-05,0.78,-1.94,2.31,0.22,0
2000-04-06,0.79,-1.94,2.34,0.25,0.01
2000-04-07,0.79,-1.94,2.34,0.26,0.02
2000-04-08,0.79,-1.95,2.33,0.26,0.03
2000-04-09,0.79,-1.97,2.32,0.26,0.03
2000-04-10,0.8,-1.98,2.32,0.27,0.04
2000-04-11,0.83,-1.98,2.39,0.29,0.05
2000-04-12,0.81,-1.99,2.37,0.3,0.05
2000-04-13,0.84,-2,2.37,0.31,0.05
2000-04-14,0.85,-2.01,2.36,0.32,0.05
2000-04-15,0.85,-2.03,2.36,0.33,0.05
2000-04-16,0.87,-2.01,2.37,0.34,0.05
2000-04-17,0.87,-2.03,2.36,0.34,0.05
2000-04-18,0.87,-2.04,2.35,0.34,0.06
2000-04-19,0.88,-2.04,2.35,0.34,0.06
2000-04-20,0.89,-2.05,2.36,0.36,0.06
2000-04-21,0.92,-2.01,2.41,0.37,0.08
2000-04-22,0.95,-2,2.44,0.38,0.12
2000-04-23,0.97,-2.01,2.43,0.39,0.14
2000-04-24,0.98,-2.02,2.42,0.4,0.15
2000-04-25,1.01,-2.03,2.41,0.41,0.16
2000-04-26,1.02,-2.04,2.41,0.43,0.17
2000-04-27,1.04,-2.02,2.44,0.44,0.17
2000-04-28,1.05,-2.03,2.44,0.45,0.18
2000-04-29,1.06,-2.04,2.42,0.46,0.18
2000-04-30,1.07,-2.04,2.42,0.47,0.19
2000-05-01,1.07,-2.05,2.41,0.48,0.19
2000-05-02,1.07,-2.06,2.4,0.48,0.19
2000-05-03,1.08,-2.07,2.4,0.48,0.19
2000-05-04,1.08,-2.08,2.39,0.48,0.19
2000-05-05,1.08,-2.09,2.38,0.48,0.19
2000-05-06,1.08,-2.1,2.37,0.48,0.19
2000-05-07,1.08,-2.1,2.36,0.47,0.2
2000-05-08,1.08,-2.1,2.35,0.47,0.2
2000-05-09,1.08,-2.11,2.34,0.48,0.2
2000-05-10,1.07,-2.13,2.34,0.48,0.2
2000-05-11,1.07,-2.14,2.33,0.47,0.2
2000-05-12,1.07,-2.14,2.32,0.47,0.19
2000-05-13,1.07,-2.14,2.31,0.47,0.19
2000-05-14,1.07,-2.15,2.3,0.47,0.19
2000-05-15,1.07,-2.15,2.3,0.47,0.19
2000-05-16,1.06,-2.16,2.29,0.47,0.19
2000-05-17,1.06,-2.19,2.29,0.47,0.19
2000-05-18,1.07,-2.19,2.28,0.48,0.18
2000-05-19,1.06,-2.19,2.27,0.48,0.18
2000-05-20,1.04,-2.19,2.27,0.48,0.18
2000-05-21,1.03,-2.21,2.27,0.48,0.18
2000-05-22,1.03,-2.21,2.26,0.48,0.17
2000-05-23,1.02,-2.23,2.26,0.48,0.17
2000-05-24,1.02,-2.25,2.25,0.48,0.17
2000-05-25,1.01,-2.25,2.24,0.48,0.17
2000-05-26,1.01,-2.26,2.24,0.47,0.17
2000-05-27,1,-2.28,2.23,0.46,0.16
2000-05-28,1.01,-2.29,2.23,0.46,0.16
2000-05-29,1,-2.29,2.22,0.45,0.16
2000-05-30,0.98,-2.31,2.21,0.44,0.16
2000-05-31,0.97,-2.33,2.21,0.42,0.15
2000-06-01,0.97,-2.33,2.21,0.4,0.15
2000-06-02,0.96,-2.34,2.2,0.38,0.14
2000-06-03,0.96,-2.35,2.19,0.37,0.14
2000-06-04,0.95,-2.36,2.18,0.36,0.13
2000-06-05,0.93,-2.38,2.17,0.35,0.13
2000-06-06,0.92,-2.39,2.16,0.34,0.12
2000-06-07,0.92,-2.4,2.15,0.33,0.11
2000-06-08,0.91,-2.41,2.14,0.32,0.1
2000-06-09,0.92,-2.4,2.17,0.31,0.12
2000-06-10,0.95,-2.39,2.27,0.36,0.16
2000-06-11,0.96,-2.39,2.27,0.4,0.17
2000-06-12,0.97,-2.38,2.27,0.42,0.18
2000-06-13,0.97,-2.36,2.28,0.46,0.19
2000-06-14,1.04,-2.31,2.35,0.48,0.2
2000-06-15,1.08,-2.3,2.35,0.5,0.23
2000-06-16,1.09,-2.31,2.35,0.52,0.25
2000-06-17,1.1,-2.32,2.34,0.54,0.27
2000-06-18,1.15,-2.3,2.36,0.56,0.28
2000-06-19,1.16,-2.3,2.35,0.57,0.3
2000-06-20,1.16,-2.3,2.35,0.58,0.3
2000-06-21,1.18,-2.33,2.34,0.58,0.31
2000-06-22,1.19,-2.34,2.33,0.58,0.31
2000-06-23,1.2,-2.35,2.32,0.59,0.32
2000-06-24,1.22,-2.31,2.32,0.59,0.32
2000-06-25,1.22,-2.31,2.31,0.59,0.32
2000-06-26,1.22,-2.32,2.3,0.61,0.33
2000-06-27,1.22,-2.33,2.29,0.63,0.33
2000-06-28,1.24,-2.3,2.36,0.65,0.33
2000-06-29,1.26,-2.3,2.37,0.67,0.38
2000-06-30,1.18,-2.26,2.36,0.68,0.42
2000-07-01,1.1,-2.21,2.35,0.68,0.44
2000-07-02,1.03,-2.18,2.35,0.68,0.45
2000-07-03,0.97,-2.11,2.35,0.68,0.46
2000-07-04,0.91,-2.06,2.35,0.69,0.47
2000-07-05,0.87,-2,2.35,0.69,0.49
2000-07-06,0.81,-1.94,2.34,0.69,0.49
2000-07-07,0.77,-1.9,2.34,0.68,0.49
2000-07-08,0.76,-1.8,2.39,0.68,0.48
2000-07-09,0.72,-1.74,2.39,0.68,0.48
2000-07-10,0.68,-1.69,2.38,0.68,0.47
2000-07-11,0.65,-1.64,2.37,0.68,0.47
2000-07-12,0.61,-1.6,2.36,0.67,0.46
2000-07-13,0.57,-1.54,2.35,0.66,0.45
2000-07-14,0.54,-1.5,2.34,0.64,0.44
2000-07-15,0.59,-1.5,2.33,0.62,0.43
2000-07-16,0.65,-1.5,2.33,0.5,0.42
2000-07-17,0.69,-1.5,2.32,0.48,0.41
2000-07-18,0.73,-1.5,2.31,0.46,0.4
2000-07-19,0.73,-1.51,2.3,0.44,0.39
2000-07-20,0.83,-1.49,2.3,0.42,0.38
2000-07-21,0.85,-1.49,2.29,0.4,0.37
2000-07-22,0.87,-1.5,2.27,0.38,0.36
2000-07-23,0.89,-1.5,2.27,0.36,0.35
2000-07-24,0.9,-1.5,2.26,0.34,0.37
2000-07-25,0.91,-1.51,2.26,0.35,0.43
2000-07-26,0.98,-1.49,2.27,0.45,0.43
2000-07-27,1.02,-1.5,2.29,0.5,0.44
2000-07-28,1.03,-1.54,2.28,0.52,0.44
2000-07-29,1.06,-1.56,2.27,0.54,0.44
2000-07-30,1.07,-1.6,2.27,0.56,0.44
2000-07-31,1.09,-1.64,2.26,0.58,0.44
2000-08-01,1.09,-1.68,2.26,0.59,0.44
2000-08-02,1.03,-1.69,2.25,0.59,0.43
2000-08-03,0.96,-1.69,2.25,0.59,0.42
2000-08-04,0.89,-1.7,2.24,0.59,0.41
2000-08-05,0.87,-1.7,2.23,0.58,0.41
2000-08-06,0.85,-1.7,2.23,0.57,0.4
2000-08-07,0.79,-1.71,2.22,0.56,0.4
2000-08-08,0.78,-1.7,2.22,0.55,0.39
2000-08-09,0.73,-1.69,2.21,0.55,0.39
2000-08-10,0.68,-1.69,2.21,0.55,0.38
2000-08-11,0.62,-1.7,2.2,0.53,0.37
2000-08-12,0.57,-1.7,2.2,0.51,0.36
2000-08-13,0.53,-1.7,2.19,0.49,0.35
2000-08-14,0.49,-1.7,2.18,0.47,0.34
2000-08-15,0.54,-1.7,2.18,0.45,0.33
2000-08-16,0.59,-1.7,2.18,0.43,0.32
2000-08-17,0.63,-1.66,2.18,0.42,0.31
2000-08-18,0.65,-1.64,2.18,0.41,0.3
2000-08-19,0.69,-1.63,2.17,0.4,0.29
2000-08-20,0.72,-1.63,2.16,0.39,0.28
2000-08-21,0.74,-1.63,2.15,0.39,0.27
2000-08-22,0.75,-1.63,2.15,0.37,0.26
2000-08-23,0.77,-1.63,2.14,0.35,0.24
2000-08-24,0.8,-1.63,2.14,0.33,0.23
2000-08-25,0.81,-1.64,2.13,0.31,0.22
2000-08-26,0.83,-1.64,2.12,0.3,0.21
2000-08-27,0.84,-1.64,2.12,0.29,0.2
2000-08-28,0.84,-1.65,2.11,0.29,0.19
2000-08-29,0.84,-1.66,2.1,0.28,0.17
2000-08-30,0.85,-1.67,2.09,0.29,0.16
2000-08-31,0.91,-1.68,2.08,0.31,0.15
2000-09-01,0.91,-1.68,2.1,0.31,0.14
2000-09-02,0.91,-1.69,2.09,0.31,0.13
2000-09-03,0.91,-1.7,2.08,0.32,0.13
2000-09-04,0.91,-1.7,2.07,0.32,0.13
2000-09-05,0.9,-1.71,2.05,0.32,0.15
2000-09-06,0.92,-1.69,2.08,0.32,0.17
2000-09-07,0.92,-1.69,2.09,0.32,0.19
2000-09-08,0.91,-1.69,2.09,0.32,0.2
2000-09-09,0.91,-1.69,2.09,0.32,0.2
2000-09-10,0.91,-1.69,2.08,0.32,0.21
2000-09-11,0.91,-1.7,2.08,0.33,0.24
2000-09-12,0.96,-1.65,2.13,0.96,0.6
2000-09-13,1.21,-1.54,2.15,0.97,0.79
2000-09-14,1.3,-1.53,2.15,0.99,0.85
2000-09-15,1.37,-1.51,2.14,1.01,0.89
2000-09-16,1.43,-1.51,2.15,1.9,1.38
2000-09-17,1.61,-1.47,2.27,2.25,1.55
2000-09-18,1.78,-1.46,2.28,2.28,1.65
2000-09-19,1.88,-1.51,2.26,2.29,1.72
2000-09-20,1.92,-1.55,2.25,2.29,1.77
2000-09-21,1.96,-1.6,2.24,2.29,1.79
2000-09-22,1.97,-1.64,2.23,2.27,1.81
2000-09-23,1.97,-1.64,2.22,2.25,1.83
2000-09-24,1.99,-1.6,2.27,2.23,1.88
2000-09-25,1.98,-1.59,2.26,2.19,1.89
2000-09-26,1.97,-1.59,2.25,2.15,1.9
2000-09-27,1.94,-1.59,2.25,2.11,1.89
2000-09-28,1.91,-1.59,2.23,2.06,1.88
2000-09-29,1.88,-1.59,2.22,2.01,1.88
2000-09-30,1.85,-1.59,2.21,1.95,1.87
2000-10-01,1.85,-1.55,2.21,1.9,1.86
2000-10-02,1.81,-1.55,2.21,1.85,1.86
2000-10-03,1.79,-1.55,2.23,1.82,1.85
2000-10-04,1.76,-1.55,2.23,1.79,1.85
2000-10-05,1.74,-1.55,2.22,1.75,1.85
2000-10-06,1.7,-1.55,2.21,1.7,1.84
2000-10-07,1.67,-1.55,2.2,1.65,1.82
2000-10-08,1.64,-1.55,2.19,1.6,1.8
2000-10-09,1.61,-1.55,2.18,1.6,1.78
2000-10-10,1.61,-1.53,2.2,1.58,1.76
2000-10-11,1.57,-1.54,2.2,1.56,1.74
2000-10-12,1.54,-1.54,2.19,1.54,1.72
2000-10-13,1.53,-1.55,2.19,1.52,1.7
2000-10-14,1.48,-1.55,2.18,1.5,1.67
2000-10-15,1.44,-1.55,2.16,1.48,1.65
2000-10-16,1.42,-1.55,2.16,1.46,1.61
2000-10-17,1.38,-1.55,2.15,1.44,1.58
2000-10-18,1.42,-1.6,2.14,1.42,1.55
2000-10-19,1.44,-1.61,2.12,1.4,1.52
2000-10-20,1.45,-1.62,2.12,1.4,1.51
2000-10-21,1.51,-1.59,2.2,1.4,1.5
2000-10-22,1.51,-1.59,2.2,1.4,1.5
2000-10-23,1.52,-1.6,2.19,1.4,1.49
2000-10-24,1.56,-1.55,2.23,1.4,1.48
2000-10-25,1.56,-1.56,2.22,1.39,1.46
2000-10-26,1.56,-1.56,2.22,1.37,1.45
2000-10-27,1.57,-1.57,2.21,1.35,1.43
2000-10-28,1.56,-1.58,2.2,1.33,1.41
2000-10-29,1.57,-1.57,2.2,1.31,1.39
2000-10-30,1.57,-1.57,2.2,1.31,1.38
2000-10-31,1.56,-1.58,2.19,1.3,1.36
2000-11-01,1.56,-1.59,2.2,1.32,1.34
2000-11-02,1.6,-1.56,2.3,1.34,1.4
2000-11-03,1.78,-1.45,2.46,1.52,1.52
2000-11-04,1.82,-1.41,2.45,1.56,1.56
2000-11-05,1.86,-1.39,2.44,1.7,1.56
2000-11-06,1.9,-1.36,2.43,1.72,1.56
2000-11-07,1.91,-1.35,2.42,1.73,1.56
2000-11-08,1.92,-1.34,2.41,1.73,1.56
2000-11-09,1.92,-1.31,2.41,1.72,1.55
2000-11-10,1.91,-1.31,2.39,1.71,1.55
2000-11-11,1.91,-1.3,2.38,1.7,1.54
2000-11-12,1.89,-1.3,2.37,1.69,1.54
2000-11-13,1.87,-1.29,2.37,1.68,1.54
2000-11-14,1.86,-1.28,2.36,1.67,1.53
2000-11-15,1.85,-1.28,2.35,1.68,1.53
2000-11-16,1.84,-1.26,2.36,1.68,1.53
2000-11-17,1.82,-1.25,2.37,1.69,1.52
2000-11-18,1.85,-1.21,2.42,1.7,1.52
2000-11-19,1.82,-1.23,2.41,1.7,1.53
2000-11-20,1.81,-1.23,2.42,1.9,1.53
2000-11-21,2.12,-1.14,2.72,1.9,1.7
2000-11-22,2.24,-1.11,2.72,2.2,1.8
2000-11-23,2.31,-1.1,2.71,2.23,1.83
2000-11-24,2.36,-1.09,2.71,2.25,1.86
2000-11-25,2.39,-1.08,2.7,2.3,1.86
2000-11-26,2.4,-1.06,2.7,2.3,1.9
2000-11-27,2.41,-1.06,2.69,2.3,1.91
2000-11-28,2.45,-1.06,2.69,2.29,1.92
2000-11-29,2.46,-1.09,2.68,2.29,1.93
2000-11-30,2.51,-1.13,2.67,2.29,1.94
2000-12-01,2.5,-1.15,2.67,2.28,1.93
2000-12-02,2.44,-1.14,2.67,2.25,1.92
2000-12-03,2.4,-1.15,2.67,2.23,1.91
2000-12-04,2.35,-1.15,2.67,2.21,1.9
2000-12-05,2.32,-1.16,2.66,2.19,1.89
2000-12-06,2.28,-1.16,2.66,2.15,1.88
2000-12-07,2.24,-1.17,2.65,2.11,1.87
2000-12-08,2.29,-1.18,2.65,2.07,1.87
2000-12-09,2.34,-1.18,2.65,2.04,1.86
2000-12-10,2.38,-1.18,2.65,2,1.86
2000-12-11,2.41,-1.18,2.66,2,1.85
2000-12-12,2.44,-1.18,2.65,2,1.84
2000-12-13,2.46,-1.19,2.65,2,1.83
2000-12-14,2.48,-1.19,2.65,2,1.82
2000-12-15,2.5,-1.19,2.65,2,1.81
2000-12-16,2.51,-1.19,2.65,2,1.8
2000-12-17,2.52,-1.19,2.65,2,1.8
2000-12-18,2.53,-1.19,2.66,2,1.79
